Cygnus version: 0.28.0.6,File version: 2021.11
Operative system: Windows
Record datetime: 2024-07-02 10:22:02.042
Device ID: A8EEG_DONGLE_BWS2540
Device verison: 
Device bandwidth: DC to 131 Hz
Device sampling rate: 1000 samples/second
Data type / unit: EEG / micro-volt (uV)
Bandpass filter: None
Notch filter: None
Timestamp,Serial Number,Fp1,Fp2,Fz,C3,C4,Pz,O1,O2,Event Id,Event Date,Event Duration,Software Marker,Software Marker Name
0.158,10657,375000.0,363117.34,375000.0,375000.0,375000.0,365481.61,375000.0,367876.72,,,,,
0.159,10658,375000.0,363274.57,375000.0,375000.0,375000.0,365333.87,375000.0,367725.09,,,,,
0.160,10659,375000.0,363376.96,375000.0,375000.0,375000.0,365248.24,375000.0,367638.27,,,,,
0.161,10660,375000.0,363401.87,375000.0,375000.0,375000.0,365254.55,375000.0,367646.25,,,,,
0.162,10661,375000.0,363339.74,375000.0,375000.0,375000.0,365361.62,375000.0,367757.91,,,,,
0.163,10662,375000.0,363197.72,375000.0,375000.0,375000.0,365552.73,375000.0,367956.33,,,,,
0.164,10663,375000.0,362998.53,375000.0,375000.0,375000.0,365789.43,375000.0,368202.63,,,,,
0.165,10664,375000.0,362774.87,375000.0,375000.0,375000.0,366022.76,375000.0,368447.01,,,,,
0.166,10665,375000.0,362561.2,375000.0,375000.0,375000.0,366207.83,375000.0,368643.49,,,,,
0.167,10666,375000.0,362385.54,375000.0,375000.0,375000.0,366316.87,375000.0,368762.9,,,,,
0.168,10667,375000.0,362264.04,375000.0,375000.0,375000.0,366345.71,375000.0,368799.73,,,,,
0.169,10668,375000.0,362199.73,375000.0,375000.0,375000.0,366311.92,375000.0,368770.42,,,,,
0.170,10669,375000.0,362185.62,375000.0,375000.0,375000.0,366245.26,375000.0,368704.14,,,,,
0.171,10670,375000.0,362210.42,375000.0,375000.0,375000.0,366174.53,375000.0,368629.69,,,,,
0.172,10671,375000.0,362264.52,375000.0,375000.0,375000.0,366116.06,375000.0,368564.08,,,,,
0.173,10672,375000.0,362343.63,375000.0,375000.0,375000.0,366068.49,375000.0,368506.99,,,,,
0.174,10673,375000.0,362448.91,375000.0,375000.0,375000.0,366015.56,375000.0,368443.42,,,,,
0.175,10674,375000.0,362583.38,375000.0,375000.0,375000.0,365935.92,375000.0,368353.16,,,,,
0.176,10675,375000.0,362746.54,375000.0,375000.0,375000.0,365815.44,375000.0,368222.98,,,,,
0.177,10676,375000.0,362929.55,375000.0,375000.0,375000.0,365657.07,375000.0,368056.44,,,,,
0.178,10677,375000.0,363113.3,375000.0,375000.0,375000.0,365483.78,375000.0,367876.95,,,,,
0.179,10678,375000.0,363270.71,375000.0,375000.0,375000.0,365333.34,375000.0,367722.63,,,,,
0.180,10679,375000.0,363372.8,375000.0,375000.0,375000.0,365246.5,375000.0,367634.56,,,,,
0.181,10680,375000.0,363396.7,375000.0,375000.0,375000.0,365253.03,375000.0,367642.81,,,,,
0.182,10681,375000.0,363332.82,375000.0,375000.0,375000.0,365360.81,375000.0,367755.4,,,,,
0.183,10682,375000.0,363188.51,375000.0,375000.0,375000.0,365551.99,375000.0,367954.28,,,,,
0.184,10683,375000.0,362986.96,375000.0,375000.0,375000.0,365787.66,375000.0,368199.95,,,,,
0.185,10684,375000.0,362761.45,375000.0,375000.0,375000.0,366019.4,375000.0,368442.99,,,,,
0.186,10685,375000.0,362546.93,375000.0,375000.0,375000.0,366203.56,375000.0,368638.43,,,,,
0.187,10686,375000.0,362371.63,375000.0,375000.0,375000.0,366313.34,375000.0,368758.11,,,,,
0.188,10687,375000.0,362251.54,375000.0,375000.0,375000.0,366344.6,375000.0,368796.69,,,,,
0.189,10688,375000.0,362189.24,375000.0,375000.0,375000.0,366313.74,375000.0,368769.75,,,,,
0.190,10689,375000.0,362177.09,375000.0,375000.0,375000.0,366248.75,375000.0,368704.91,,,,,
0.191,10690,375000.0,362203.19,375000.0,375000.0,375000.0,366177.13,375000.0,368629.78,,,,,
0.192,10691,375000.0,362257.52,375000.0,375000.0,375000.0,366115.19,375000.0,368561.22,,,,,
0.193,10692,375000.0,362335.77,375000.0,375000.0,375000.0,366062.94,375000.0,368500.02,,,,,
0.194,10693,375000.0,362439.37,375000.0,375000.0,375000.0,366006.21,375000.0,368432.98,,,,,
0.195,10694,375000.0,362571.92,375000.0,375000.0,375000.0,365925.3,375000.0,368341.38,,,,,
0.196,10695,375000.0,362733.56,375000.0,375000.0,375000.0,365806.41,375000.0,368212.36,,,,,
0.197,10696,375000.0,362915.97,375000.0,375000.0,375000.0,365651.35,375000.0,368048.56,,,,,
0.198,10697,375000.0,363100.26,375000.0,375000.0,375000.0,365481.22,375000.0,367871.75,,,,,
0.199,10698,375000.0,363259.2,375000.0,375000.0,375000.0,365332.18,375000.0,367718.62,,,,,
0.200,10699,375000.0,363363.34,375000.0,375000.0,375000.0,365244.5,375000.0,367629.8,,,,,
0.201,10700,375000.0,363389.16,375000.0,375000.0,375000.0,365248.74,375000.0,367636.04,,,,,
0.202,10701,375000.0,363326.47,375000.0,375000.0,375000.0,365354.2,375000.0,367746.64,,,,,
0.203,10702,375000.0,363182.28,375000.0,375000.0,375000.0,365544.25,375000.0,367944.63,,,,,
0.204,10703,375000.0,362979.83,375000.0,375000.0,375000.0,365780.31,375000.0,368190.79,,,,,
0.205,10704,375000.0,362752.79,375000.0,375000.0,375000.0,366013.37,375000.0,368435.16,,,,,
0.206,10705,375000.0,362536.64,375000.0,375000.0,375000.0,366198.81,375000.0,368631.86,,,,,
0.207,10706,375000.0,362360.13,375000.0,375000.0,375000.0,366309.13,375000.0,368752.07,,,,,
0.208,10707,375000.0,362239.53,375000.0,375000.0,375000.0,366340.16,375000.0,368790.45,,,,,
0.209,10708,375000.0,362177.34,375000.0,375000.0,375000.0,366308.8,375000.0,368763.04,,,,,
0.210,10709,375000.0,362165.58,375000.0,375000.0,375000.0,366243.57,375000.0,368698.02,,,,,
0.211,10710,375000.0,362191.89,375000.0,375000.0,375000.0,366172.08,375000.0,368623.13,,,,,
0.212,10711,375000.0,362245.88,375000.0,375000.0,375000.0,366110.3,375000.0,368554.88,,,,,
0.213,10712,375000.0,362323.12,375000.0,375000.0,375000.0,366057.7,375000.0,368493.53,,,,,
0.214,10713,375000.0,362425.25,375000.0,375000.0,375000.0,365999.98,375000.0,368425.7,,,,,
0.215,10714,375000.0,362556.31,375000.0,375000.0,375000.0,365917.93,375000.0,368333.06,,,,,
0.216,10715,375000.0,362717.04,375000.0,375000.0,375000.0,365798.66,375000.0,368203.54,,,,,
0.217,10716,375000.0,362899.56,375000.0,375000.0,375000.0,365644.65,375000.0,368040.46,,,,,
0.218,10717,375000.0,363085.18,375000.0,375000.0,375000.0,365476.88,375000.0,367865.52,,,,,
0.219,10718,375000.0,363246.45,375000.0,375000.0,375000.0,365330.42,375000.0,367714.52,,,,,
0.220,10719,375000.0,363353.42,375000.0,375000.0,375000.0,365244.06,375000.0,367626.77,,,,,
0.221,10720,375000.0,363381.88,375000.0,375000.0,375000.0,365247.31,375000.0,367632.06,,,,,
0.222,10721,375000.0,363321.0,375000.0,375000.0,375000.0,365349.65,375000.0,367739.79,,,,,
0.223,10722,375000.0,363177.47,375000.0,375000.0,375000.0,365535.88,375000.0,367934.27,,,,,
0.224,10723,375000.0,362974.54,375000.0,375000.0,375000.0,365769.42,375000.0,368178.1,,,,,
0.225,10724,375000.0,362746.25,375000.0,375000.0,375000.0,366002.73,375000.0,368422.68,,,,,
0.226,10725,375000.0,362528.63,375000.0,375000.0,375000.0,366191.28,375000.0,368622.28,,,,,
0.227,10726,375000.0,362350.99,375000.0,375000.0,375000.0,366306.19,375000.0,368746.84,,,,,
0.228,10727,375000.0,362229.9,375000.0,375000.0,375000.0,366341.22,375000.0,368789.09,,,,,
0.229,10728,375000.0,362167.96,375000.0,375000.0,375000.0,366311.66,375000.0,368763.53,,,,,
0.230,10729,375000.0,362157.07,375000.0,375000.0,375000.0,366245.79,375000.0,368698.03,,,,,
0.231,10730,375000.0,362184.68,375000.0,375000.0,375000.0,366172.39,375000.0,368621.34,,,,,
0.232,10731,375000.0,362240.27,375000.0,375000.0,375000.0,366109.21,375000.0,368551.6,,,,,
0.233,10732,375000.0,362319.35,375000.0,375000.0,375000.0,366056.96,375000.0,368490.31,,,,,
0.234,10733,375000.0,362423.48,375000.0,375000.0,375000.0,366001.25,375000.0,368424.1,,,,,
0.235,10734,375000.0,362556.52,375000.0,375000.0,375000.0,365921.51,375000.0,368333.51,,,,,
0.236,10735,375000.0,362718.84,375000.0,375000.0,375000.0,365803.09,375000.0,368204.91,,,,,
0.237,10736,375000.0,362902.07,375000.0,375000.0,375000.0,365647.5,375000.0,368040.68,,,,,
0.238,10737,375000.0,363087.13,375000.0,375000.0,375000.0,365476.23,375000.0,367862.89,,,,,
0.239,10738,375000.0,363246.49,375000.0,375000.0,375000.0,365326.15,375000.0,367708.85,,,,,
0.240,10739,375000.0,363350.54,375000.0,375000.0,375000.0,365238.09,375000.0,367619.67,,,,,
0.241,10740,375000.0,363375.85,375000.0,375000.0,375000.0,365242.62,375000.0,367626.1,,,,,
0.242,10741,375000.0,363312.48,375000.0,375000.0,375000.0,365348.63,375000.0,367737.07,,,,,
0.243,10742,375000.0,363167.75,375000.0,375000.0,375000.0,365538.96,375000.0,367935.18,,,,,
0.244,10743,375000.0,362965.1,375000.0,375000.0,375000.0,365774.81,375000.0,368181.07,,,,,
0.245,10744,375000.0,362738.15,375000.0,375000.0,375000.0,366007.46,375000.0,368425.04,,,,,
0.246,10745,375000.0,362522.18,375000.0,375000.0,375000.0,366192.78,375000.0,368621.71,,,,,
0.247,10746,375000.0,362345.67,375000.0,375000.0,375000.0,366303.72,375000.0,368742.63,,,,,
0.248,10747,375000.0,362224.75,375000.0,375000.0,375000.0,366336.09,375000.0,368782.35,,,,,
0.249,10748,375000.0,362162.0,375000.0,375000.0,375000.0,366306.33,375000.0,368756.43,,,,,
0.250,10749,375000.0,362149.73,375000.0,375000.0,375000.0,366242.34,375000.0,368692.44,,,,,
